"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz","class"
71,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","3-6","1-3 ","Strongly Agree","Strongly Agree","Disagree","Strongly Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree",1
72,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
73,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
74,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
75,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree",3
76,"Female","First/Freshman","18-24","70-79","Laptop","Laptop","3-6","1-3 ","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain	","Strongly Agree","Uncertain	","","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",1
77,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Disagree","Strongly Agree","Strongly Agree","Agree","Disagree","Agree","Strongly Agree","Uncertain","Strongly Agree","Disagree","Agree	","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
78,"Male","First/Freshman","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Strongly Agree","Uncertain","Agree","Agree","Disagree","Uncertain","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
79,"Male","Second/ Sophomore","18-24","60-69","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Uncertain","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
80,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Disagree","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Agree","Uncertain",3
81,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Agree","Uncertain","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Uncertain","Agree","Agree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree",2
82,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","6-9","Agree","Strongly Agree","Disagree","Disagree","Uncertain","Uncertain","Uncertain","Agree","Strongly Agree","Strongly Agree","Uncertain	","Agree	","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree",1
83,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","1-3 ","+12","Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Uncertain	","Agree	","Agree","Agree","Strongly Agree","Uncertain","Agree","Disagree","Disagree","Agree","Strongly Disagree",2
84,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","1-3 ","Strongly Agree","Agree","Uncertain","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Disagree","Agree	","Agree	","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree",1
85,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",3
86,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
87,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
88,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
89,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
90,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
91,"Female","Third/Junior","18-24","60-69","Mobile phone","Laptop","1-3 ","9-12","Disagree","Strongly Agree","Uncertain","Uncertain","Agree","Uncertain","Disagree","Agree","Disagree","Agree","Agree	","Uncertain	","Disagree","Agree	","Agree","Agree","Strongly Agree","Uncertain","Uncertain","Agree","Strongly Agree","Agree","Agree",2
92,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Uncertain","Uncertain","Agree","Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
93,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","Agree","Strongly Agree","Disagree","Strongly Disagree","Uncertain","Uncertain","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Agree	","Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Agree","Agree",1
94,"Female","Third/Junior","18-24","80-89","Laptop","Mobile phone","1-3 ","3-6","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Agree","Agree","Agree	","Agree	","Strongly Agree","Agree	","Agree","Strongly Agree","Agree","Uncertain","Agree","Strongly Agree","Disagree","Agree","Disagree",2
95,"Male","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree",1
96,"Female","Other","18-24","80-89","Personal Computer","Personal Computer","9-12","6-9","Agree","Uncertain","Disagree","Disagree","Uncertain","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Disagree","Uncertain	","Uncertain","Agree","Agree","Uncertain","Uncertain","Uncertain","Agree","Uncertain","Agree",2
97,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","1-3 ","6-9","Disagree","Strongly Agree","Agree","Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain",3
98,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Uncertain	","Agree","Strongly Agree","Agree","Disagree","Uncertain","Uncertain","Agree","Agree","Agree",2
99,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
100,"Female","Fourth/Senior","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","Agree","Strongly Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree	","Agree	","Agree	","Agree	","Agree","Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Disagree","Agree","Disagree",2
101,"Female","Fourth/Senior","18-24","80-89","Personal Computer","Personal Computer","1-3 ","6-9","Disagree","Agree","Disagree","Disagree","Agree","Uncertain","Agree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Disagree","Agree	","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Agree","Strongly Agree",1
102,"Female","Second/ Sophomore","18-24","80-89","I pad/ Tablet","I pad/ Tablet","1-3 ","6-9","Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Disagree","Disagree","Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Uncertain	","Uncertain	","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Agree","Strongly Agree",3
103,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","6-9","+12","Agree","Agree","Uncertain","Disagree","Strongly Agree","Strongly Disagree","Uncertain","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree",1
104,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","Agree","Agree","Uncertain","Strongly Disagree","Strongly Agree","Strongly Disagree","Agree","Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Agree","Agree","Agree","Uncertain","Strongly Disagree",2
105,"Male","First/Freshman","18-24","80-89","Mobile phone","Laptop","3-6","3-6","Agree","Agree","Uncertain","Uncertain","Agree","Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree",1
106,"Male","Fourth/Senior","25-30","60-69","Mobile phone","Mobile phone","1-3 ","3-6","Uncertain","Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree","Uncertain	","Agree	","Agree	","Agree	","Uncertain","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",2
107,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","Strongly Agree","Strongly Agree","Agree","Uncertain","Disagree","Disagree","Strongly Agree","Strongly Agree","Uncertain","Disagree","Strongly Agree","Disagree","Disagree","Uncertain	","Disagree","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Disagree","Disagree","Disagree","Strongly Agree",2
108,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Strongly Agree","Disagree","Disagree","Agree","Disagree","Uncertain","Agree","Agree","Uncertain","Strongly Agree","Agree	","Uncertain	","Agree	","Uncertain","Agree","Strongly Agree","Uncertain","Agree","Uncertain","Uncertain","Agree","Strongly Disagree",2
109,"Female","Second/ Sophomore","18-24","70-79","Laptop","Laptop","1-3 ","3-6","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Strongly Agree","Agree","Strongly Agree","Agree	","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
110,"Female","Third/Junior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","Uncertain","Agree","Uncertain","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",1
111,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","Uncertain","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Uncertain","Strongly Agree","Uncertain	","Uncertain	","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
112,"Male","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","1-3 ","9-12","Uncertain","Strongly Agree","Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Agree	","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",3
113,"Female","Third/Junior","18-24","80-89","Mobile phone","Laptop","3-6","1-3 ","Uncertain","Strongly Agree","Agree","Disagree","Strongly Agree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Uncertain	","Disagree","Strongly Agree","Uncertain","Disagree","Disagree","Disagree","Disagree","Agree","Disagree",2
114,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","9-12","Uncertain","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Uncertain","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Uncertain","Agree","Strongly Agree","Agree","Strongly Agree","Agree","Agree",3
