"id","sex","yr","age","cgpa","bdevice","adevice","btime","atime","bdevstudy","adevstudy","bconc","aconc","bbed","abed","baffbed","aaffbed","btire","atire","socdist","isolate","personality","lazy","boredom","psycho","afford","unhealthy","covidstress","devicegpa","assgn","f2f","quiz"
611,"Female","Fourth/Senior","18-24","80-89","Laptop","Mobile phone","6-9","9-12","3","4","4","4","1","1","1","2","3","3","2","3","3","4","4","4","4","4","4","3","2","3","2"
612,"Female","Second/ Sophomore","18-24","70-79","Other","Laptop","1-3 ","3-6","3","4","1","1","4","1","1","1","3","3","3","3","4","4","4","4","4","4","4","4","1","4","4"
613,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","2","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
614,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","4","4","3","1","3","4","4","4","3","3","3","4","3","3","3","4","4","2","3","4","1"
615,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","2","2","2","1","1","3","1","4","4","4","3","4","3","4","1","4","4","4","4","4","2","1"
616,"Female","Second/ Sophomore","18-24","80-89","Other","Mobile phone","3-6","1-3 ","0","4","4","4","1","1","1","1","1","4","1","1","1","1","1","4","4","4","3","4","4","0","4"
617,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","9-12","3","1","4","4","4","0","2","4","4","4","3","4","4","4","4","2","1","2","2","4","3","3","4"
618,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","4","4","3","3","4","0","1","4","3","4","2","3","4","4","4","4","4","4","4","3","4","4","2"
619,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","2","4","2","4","4","0","0","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
620,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","1","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4"
621,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","2","1","4","4","3","2","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","3"
622,"Female","Fourth/Senior","18-24","80-89","Laptop","Laptop","3-6","3-6","3","4","3","3","3","0","3","4","3","3","4","4","4","4","4","4","4","4","4","2","4","4","4"
623,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","3","3","1","2","4","1","2","4","3","3","2","2","2","2","3","4","4","2","2","2","3","4","4"
624,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","4","4","4","4","4","3","3","4","4","4","2","4","3","4","4","4","4","4","4","1","4","3","1"
625,"Female","Fourth/Senior","18-24","+90","Other","Mobile phone","1-3 ","6-9","1","4","3","4","3","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
626,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","1-3 ","3-6","4","4","3","3","3","4","3","4","3","4","4","4","3","4","3","4","4","4","4","4","4","4","4"
627,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","1","1","1","4","2","2","2","4","4","4","2","4","3","4","3","4","4","4","4","4","4","4","3"
628,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","2","2","1","1","3","1","2","3","4","4","2","3","2","4","4","3","3","4","3","3","3","4","4"
629,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","4","4","2","1","1","1","3","3","4","4","3","3","2","4","2","3","4","3","2","3","3","4","1"
630,"Female","Fourth/Senior","25-30","80-89","Mobile phone","Mobile phone","1-3 ","6-9","1","3","3","2","3","3","1","1","3","4","3","3","2","3","3","3","3","1","3","1","1","3","1"
631,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","2","4","4","3","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2"
632,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","3-6","9-12","3","4","1","4","1","0","3","4","3","4","2","4","4","3","4","4","4","1","4","4","2","4","4"
633,"Female","Second/ Sophomore","18-24","+90","Laptop","Mobile phone","1-3 ","3-6","1","3","3","3","4","0","1","4","3","4","3","3","2","4","4","3","3","3","3","4","3","3","3"
634,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","4","4","1","1","3","1","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","3","4"
635,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","2","2","4","0","4","4","4","4","2","2","3","3","3","3","3","1","3","2","2","2","0"
636,"Female","First/Freshman","18-24","70-79","Mobile phone","Laptop","1-3 ","1-3 ","2","2","4","4","1","1","1","3","3","3","3","3","4","4","3","4","4","3","3","2","3","4","4"
637,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","4","3","3","0","1","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
638,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","4","4","3","3","4","0","3","4","4","4","2","3","4","4","4","4","4","3","4","3","4","4","4"
639,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","2","4","2","3","3","1","2","3","4","4","4","4","2","4","4","4","4","3","4","3","3","4","3"
640,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","3","3","2","2","3","3","2","2","3","3","1","3","2","3","3","3","3","3","3","3","2","3","2"
641,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","3","3","2","3","3","1","3","4","4","4","3","4","2","4","4","3","4","3","4","4","4","3","1"
642,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","3","1","1","2","2","3","3","3","3","1","2","1","3","3","3","3","2","3","2","3","3","1"
643,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","6-9","6-9","3","3","3","3","4","4","1","4","2","3","2","3","3","4","4","1","4","2","4","4","4","4","2"
644,"Female","Third/Junior","18-24","70-79","Laptop","Laptop","1-3 ","3-6","3","1","1","4","4","0","4","0","2","4","3","4","4","4","4","1","4","4","4","4","4","4","4"
645,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","2","4","4","4","0","2","4","3","4","3","4","4","4","4","4","4","4","3","4","4","4","3"
646,"Female","Other","+30","+90","Laptop","Laptop","1-3 ","1-3 ","2","2","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","3"
647,"Female","Second/ Sophomore","18-24","70-79","Other","Mobile phone","1-3 ","9-12","3","1","3","3","4","1","0","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
648,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","3","2","1","4","2","2","3","2","3","3","3","1","2","3","3","4","4","3","3","3","2","3"
649,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","4","4","3","1","1","1","3","4","4","3","4","2","4","3","4","3","4","3","3","4","3","3"
650,"Female","Fourth/Senior","18-24","+90","Other","Laptop","3-6","6-9","1","3","3","4","4","2","2","4","1","4","4","2","3","4","4","4","4","3","4","3","4","4","1"
651,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","1","2","4","4","3","1","1","4","2","3","4","4","3","4","3","4","3","3","4","3","3","3","4"
652,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","1-3 ","6-9","3","3","3","3","4","4","3","3","3","3","2","1","3","3","2","3","4","3","3","3","2","3","3"
653,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","3","4","4","4","4","0","2","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
654,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","3","4","1","2","4","2","2","3","3","4","1","3","1","4","4","4","3","2","3","2","3","3","1"
655,"Female","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","9-12","4","4","4","4","4","1","1","4","4","4","4","4","4","4","4","4","4","2","4","2","3","2","0"
656,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","6-9","9-12","4","4","1","1","4","1","3","3","3","3","2","3","3","4","4","4","4","4","4","4","3","4","2"
657,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","4","4","2","2","3","1","3","3","4","4","4","3","3","4","4","3","4","1","1","3","2","4","4"
658,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Personal Computer","1-3 ","3-6","1","4","1","4","3","3","3","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","3"
659,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","3","4","3","1","4","2","2","4","2","2","3","1","0","3","2","3","2","1","1","2","1","3","0"
660,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","4","1","1","1","3","4","4","4","4","4","4","4","3","4","4","3","4","4","3","4"
661,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","2","3","1","3","1","1","4","4","2","3","1","3","3","1","3","4","4","2","1","3","3","3","1"
662,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","1-3 ","3","1","3","4","3","0","3","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
663,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","6-9","12+","3","4","2","3","3","0","1","4","3","4","2","4","2","4","4","4","4","4","4","2","4","4","1"
664,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","3","1","3","3","3","1","3","3","3","3","3","3","3","4","2","3","4","4","3","3","3","3","3"
665,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","6-9","6-9","4","4","2","2","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","3","3"
666,"Female","First/Freshman","18-24","70-79","Mobile phone","Mobile phone","12+","9-12","1","4","2","2","3","1","0","4","4","0","4","4","4","4","4","4","4","2","4","4","4","4","4"
667,"Female","Other","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","1","3","1","1","0","0","0","0","4","4","3","3","4","4","4","4","4","4","3","4","4","4","4"
668,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","2","3","1","1","3","1","3","3","2","3","3","3","4","4","3","3","3","4","3","3","2","3","3"
669,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","3","3","3","1","3","3","3","3","4","3","2","2","3","1","4","4","4","4","4","4","4"
670,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","2","4","2","2","3","1","1","4","2","4","3","2","1","3","3","4","4","3","4","3","1","3","1"
671,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","9-12","2","4","3","3","4","1","3","3","4","4","3","4","3","4","4","4","4","4","4","3","3","3","0"
672,"Male","Second/ Sophomore","18-24","80-89","I pad/ Tablet","Laptop","1-3 ","9-12","2","3","3","3","4","1","3","2","2","3","3","2","2","3","3","3","2","2","3","2","2","2","2"
673,"Male","Third/Junior","25-30","70-79","Mobile phone","I pad/ Tablet","3-6","6-9","3","4","2","3","2","2","3","3","2","3","2","3","2","4","3","3","3","3","3","3","3","3","3"
674,"Male","Third/Junior","18-24","80-89","Personal Computer","Laptop","1-3 ","3-6","3","3","3","3","3","2","2","2","3","3","2","3","3","3","3","3","2","3","3","3","3","3","2"
675,"Male","Third/Junior","18-24","70-79","I pad/ Tablet","Laptop","1-3 ","6-9","2","3","2","3","3","2","3","3","3","2","4","3","2","2","2","3","2","3","3","3","2","2","2"
676,"Male","Fourth/Senior","18-24","70-79","I pad/ Tablet","Mobile phone","3-6","6-9","3","2","2","3","2","2","3","1","3","3","2","3","2","4","2","2","3","3","3","3","3","3","3"
677,"Male","First/Freshman","18-24","+90","Personal Computer","Laptop","3-6","9-12","3","3","3","3","2","2","2","3","4","4","2","3","3","3","2","3","2","3","2","3","3","3","3"
678,"Male","Second/ Sophomore","25-30","70-79","Mobile phone","Laptop","3-6","6-9","2","3","3","4","3","2","3","3","3","3","3","3","2","3","3","2","2","3","3","3","4","4","4"
679,"Male","Third/Junior","18-24","70-79","Laptop","Laptop","3-6","12+","3","3","3","3","2","1","2","2","2","3","2","3","2","3","3","3","3","2","3","3","3","3","2"
680,"Female","Fourth/Senior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","6-9","1","4","4","4","4","1","4","4","4","4","1","3","3","4","3","3","3","2","3","1","4","3","3"
681,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","2","3","3","4","2","3","3","3","4","2","3","3","2","4","3","3","4","2","3","3","2"
682,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","3","3","3","4","4","4","4","2","4","2","3","4","4","4","3","3","2","3","3","3"
683,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","4","0","0","0","3","3","2","2","1","1","1","0","2","1","1","4","2","1","1","1","4","1","0"
684,"Female","First/Freshman","18-24","+90","Other","Laptop","1-3 ","9-12","1","4","3","3","4","2","2","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
685,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","3","4","1","1","3","3","2","2","2","2","1","2","2","2","1","1","4","1","2","2","3","2","1"
686,"Male","Third/Junior","25-30","70-79","Mobile phone","Laptop","1-3 ","3-6","2","3","2","2","4","1","3","3","4","4","3","3","2","2","2","3","3","3","2","2","3","4","4"
687,"Female","Other","18-24","80-89","Mobile phone","Laptop","1-3 ","1-3 ","2","2","3","3","3","3","3","3","3","3","4","4","3","4","3","4","4","2","3","4","3","3","2"
688,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Laptop","6-9","9-12","3","3","1","1","1","1","3","3","1","1","3","3","3","3","3","3","4","3","3","3","3","3","1"
689,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","6-9","0","2","0","0","4","1","1","4","4","4","2","4","4","4","4","4","3","4","4","3","4","3","0"
690,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","3","3","3","3","3","0","3","4","1","4","4","4","4","4","4","4","4","3","4","4","4","4","4"
691,"Female","Other","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","3","3","3","3","3","3","1","3","1","3","1","1","1","3","3","3","3","3","3","3","3","3","3"
692,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","1-3 ","1-3 ","1","3","3","3","4","2","2","2","3","3","2","3","3","4","4","4","4","3","4","3","4","4","2"
693,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","6-9","1","4","3","4","3","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
694,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","3-6","6-9","4","4","2","4","4","0","1","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","4"
695,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","2","4","4","3","3","0","4","4","4","4","4","4","3","4","4","4","4","2","4","4","4","4","4"
696,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","4","4","3","4","4","4","3","4","3","4","4","4","4","4","4","3","4","4","4","3","4","4","4"
697,"Female","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","2","3","4","2","3","4","1","4","1","4","3","3","4","4","3","3","4","4","4","4","2","4","4"
698,"Female","Fourth/Senior","18-24","60-69","Laptop","Laptop","1-3 ","1-3 ","3","3","3","3","3","1","3","3","3","3","4","4","2","4","2","3","3","1","1","1","1","1","1"
699,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","1-3 ","3-6","3","3","3","3","3","3","4","3","4","4","3","3","3","4","3","4","4","3","4","4","3","4","3"
700,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","3","4","3","3","3","0","1","1","3","3","3","3","2","4","4","4","4","2","4","3","4","4","1"
701,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","4","4","2","2","4","1","2","3","2","3","2","3","3","3","3","4","3","2","4","3","1","3","1"
702,"Female","Third/Junior","18-24","60-69","Mobile phone","Mobile phone","1-3 ","3-6","3","4","2","3","2","4","1","4","3","4","3","4","3","4","4","4","4","2","4","1","2","3","3"
703,"Female","Fourth/Senior","18-24","70-79","Laptop","Laptop","1-3 ","6-9","3","4","4","4","4","0","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","4","4"
704,"Female","Second/ Sophomore","25-30","70-79","Mobile phone","Mobile phone","9-12","12+","3","3","3","3","1","1","4","4","4","4","1","3","1","3","3","4","3","3","3","4","3","4","3"
705,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","3-6","3-6","3","3","2","2","4","2","3","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4"
706,"Female","Second/ Sophomore","18-24","80-89","Laptop","Mobile phone","3-6","1-3 ","2","4","3","4","4","0","2","4","2","4","3","4","4","4","3","3","3","3","4","4","3","3","2"
707,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","9-12","1","4","3","3","3","1","3","3","4","4","3","3","4","4","4","4","3","4","4","3","4","3","3"
708,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","3-6","9-12","4","4","3","3","1","1","4","4","4","4","2","2","3","3","3","3","4","4","4","4","4","4","4"
709,"Male","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","3-6","0","4","2","4","4","0","0","2","0","0","4","4","4","4","4","4","4","4","4","4","4","4","0"
710,"Female","Other","18-24","70-79","Mobile phone","Personal Computer","3-6","6-9","3","4","3","3","4","2","3","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
711,"Male","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","1-3 ","3","4","2","2","3","3","2","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
712,"Female","Fourth/Senior","25-30","80-89","Mobile phone","Laptop","1-3 ","3-6","2","3","3","0","3","1","3","1","3","4","3","4","3","4","3","3","4","1","4","4","4","3","0"
713,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","2","2","3","3","3","1","3","3","3","3","3","4","3","3","3","3","3","3","4","2","3","2","2"
714,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","1-3 ","12+","0","4","2","4","4","0","2","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
715,"Female","Third/Junior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","2","4","4","4","3","1","2","2","1","4","1","1","4","4","3","4","4","2","1","4","4","4","1"
716,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","3","3","3","4","4","2","3","4","4","4","4","4","4","4","3","3","4","4","3","4","3","4","4"
717,"Male","First/Freshman","18-24","+90","Mobile phone","Laptop","3-6","6-9","2","3","2","1","2","1","2","3","3","3","2","3","2","3","2","3","2","3","2","3","4","3","3"
718,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","4","4","3","3","4","1","1","3","1","3","2","2","3","4","4","4","4","2","3","4","3","4","1"
719,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Laptop","1-3 ","3-6","2","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3"
720,"Female","First/Freshman","18-24","80-89","Laptop","Laptop","3-6","3-6","4","4","1","1","1","1","4","4","4","4","3","4","3","4","3","4","4","4","3","4","3","4","3"
721,"Male","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","6-9","1-3 ","0","4","4","2","4","0","2","4","2","4","3","4","4","4","3","3","3","3","3","4","3","4","3"
722,"Female","Fourth/Senior","18-24","80-89","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","2","3","2","2","3","4","4","4","3","4","3","4","3","4","3","2","4","2","3","4","2"
723,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","3","4","2","2","3","1","2","3","3","3","3","3","3","3","3","4","3","2","3","3","3","1","3"
724,"Female","Fourth/Senior","18-24","60-69","Laptop","Laptop","1-3 ","1-3 ","4","4","4","4","4","0","4","4","4","4","3","3","3","4","4","4","4","2","4","2","3","2","3"
725,"Female","Second/ Sophomore","18-24","80-89","Mobile phone","Mobile phone","6-9","12+","2","4","2","2","4","3","2","2","3","3","1","1","4","4","4","4","4","4","4","4","4","4","4"
726,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Laptop","3-6","6-9","2","4","3","3","1","3","1","3","1","3","3","3","2","4","2","4","4","3","3","3","3","3","3"
727,"Male","First/Freshman","18-24","+90","Laptop","Laptop","3-6","3-6","3","3","3","3","1","1","3","3","4","4","3","3","1","3","4","4","4","4","4","4","4","4","4"
728,"Male","Other","18-24","70-79","Mobile phone","Laptop","1-3 ","3-6","2","2","4","3","2","2","3","2","4","3","2","2","2","1","4","2","3","3","3","3","3","3","3"
729,"Male","First/Freshman","18-24","70-79","Personal Computer","Personal Computer","1-3 ","1-3 ","4","4","2","2","1","2","3","3","2","2","4","3","4","3","3","4","4","1","4","4","4","3","3"
730,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","3-6","6-9","2","3","3","3","3","3","1","3","1","1","3","3","3","3","3","3","3","4","4","4","4","4","3"
731,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Personal Computer","9-12","9-12","3","3","2","1","2","2","3","3","2","2","2","1","3","3","3","4","4","2","2","4","4","4","1"
732,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","12+","12+","4","4","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
733,"Female","Third/Junior","18-24","80-89","Laptop","Laptop","1-3 ","1-3 ","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2"
734,"Male","Third/Junior","18-24","80-89","Laptop","Laptop","3-6","1-3 ","3","3","1","2","1","1","4","4","3","4","4","4","4","4","4","4","3","4","4","4","3","4","2"
735,"Female","Second/ Sophomore","18-24","+90","Laptop","Laptop","3-6","6-9","2","3","3","2","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
736,"Male","Second/ Sophomore","18-24","70-79","Laptop","Laptop","3-6","6-9","3","4","3","3","4","3","2","4","4","4","3","4","3","4","4","4","4","2","4","4","4","4","2"
737,"Male","Second/ Sophomore","18-24","80-89","Personal Computer","Personal Computer","6-9","6-9","4","4","1","1","1","1","3","3","2","2","1","1","2","4","3","3","3","3","2","0","0","4","3"
738,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","2","4","3","1","4","0","1","4","1","4","4","4","3","4","4","3","4","4","4","0","4","4","4"
739,"Female","Other","18-24","70-79","Laptop","Laptop","1-3 ","3-6","2","4","4","3","2","2","2","3","4","4","4","4","4","4","3","3","3","4","4","3","4","4","3"
740,"Female","Third/Junior","18-24","+90","Mobile phone","Laptop","1-3 ","6-9","2","4","4","1","2","1","1","3","2","3","4","3","1","4","2","1","4","2","4","3","3","3","1"
741,"Female","Second/ Sophomore","18-24","+90","Mobile phone","Personal Computer","1-3 ","3-6","3","4","1","1","1","1","1","1","2","2","2","2","2","2","2","2","4","1","2","3","3","3","3"
742,"Female","Third/Junior","18-24","+90","Mobile phone","Laptop","3-6","6-9","2","4","2","2","2","2","2","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4"
743,"Male","First/Freshman","18-24","+90","Laptop","Laptop","1-3 ","1-3 ","3","3","3","4","3","3","3","3","3","3","4","4","4","4","3","3","3","2","4","4","4","0","4"
744,"Female","Third/Junior","18-24","+90","Laptop","Laptop","3-6","3-6","4","4","2","2","0","0","2","2","2","2","4","1","2","2","3","4","4","1","4","2","4","3","0"
745,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","3-6","2","3","1","3","3","2","3","4","2","4","2","3","3","3","3","4","3","3","3","3","4","3","4"
746,"Male","Second/ Sophomore","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","4","4","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3"
747,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","3-6","3-6","4","3","4","4","4","3","4","4","4","4","3","4","4","3","4","4","4","3","2","4","4","3","4"
748,"Female","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","6-9","2","4","3","4","3","3","3","3","4","4","4","3","0","3","3","3","4","2","3","2","3","2","0"
749,"Female","Third/Junior","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","3","4","2","3","4","0","3","4","3","3","3","3","2","3","3","3","3","3","2","1","2","1","0"
750,"Female","First/Freshman","18-24","+90","Laptop","Mobile phone","1-3 ","6-9","2","4","1","4","4","0","0","4","1","4","3","4","4","4","4","4","4","4","4","4","4","4","4"
751,"Male","Fourth/Senior","18-24","70-79","Mobile phone","Mobile phone","3-6","3-6","1","1","3","4","4","0","2","0","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
752,"Female","First/Freshman","18-24","80-89","Mobile phone","Mobile phone","3-6","6-9","2","4","4","4","3","1","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
753,"Female","First/Freshman","18-24","+90","Mobile phone","Laptop","1-3 ","3-6","2","4","1","1","3","1","1","3","2","4","4","3","4","4","2","4","4","4","3","4","4","4","3"
754,"Female","Fourth/Senior","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","3","4","4","4","4","1","2","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
755,"Male","Third/Junior","18-24","80-89","Mobile phone","Laptop","3-6","3-6","3","3","2","2","3","3","2","2","4","4","4","3","3","3","1","1","3","1","1","1","1","2","1"
756,"Female","First/Freshman","18-24","+90","Mobile phone","Mobile phone","3-6","6-9","3","3","3","3","3","1","3","3","4","4","1","1","1","1","4","4","4","3","4","4","4","4","4"
757,"Female","First/Freshman","18-24","80-89","Other","Mobile phone","1-3 ","1-3 ","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
758,"Female","Fourth/Senior","18-24","70-79","Other","Mobile phone","1-3 ","1-3 ","3","3","3","3","3","3","3","3","3","3","3","1","1","4","4","3","4","3","4","3","3","4","4"
759,"Female","Third/Junior","18-24","70-79","Mobile phone","Mobile phone","1-3 ","1-3 ","3","3","2","2","3","3","4","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3"
760,"Male","Second/ Sophomore","25-30","70-79","Laptop","Laptop","3-6","6-9","3","4","2","1","4","1","1","3","3","4","4","3","2","3","3","4","4","4","4","4","3","4","3"
761,"Female","Other","18-24","80-89","Mobile phone","Mobile phone","6-9","9-12","3","4","1","3","3","3","3","1","4","4","4","4","3","4","4","4","3","4","4","2","3","2","1"
762,"Male","Third/Junior","18-24","80-89","Laptop","Laptop","3-6","3-6","3","3","2","2","3","3","3","3","4","4","4","4","4","4","2","4","4","4","3","4","4","3","4"
